Don Bragg	USA 
Jeong Sun-Ok	KOR 
Jiang Ying	CHN 
Jo Hye-Jeong	KOR 
Jong Ok-Jin	PRK 
Ninja Jorgensen	USA 
Vazha K'ach'arava	URS 
Yekaterina Kabeshova-Ulanova	RUS 
Łukasz Kadziewicz	POL 
Denys Kaliberda	GER 
Lukas Kampa	GER 
Katsuko Kanesaka	JPN 
Kang Ok-Sun	PRK 
Waldo Kantor	ARG 
Marek Karbarz	POL 
Dimitar Karov	BUL 
Masae Kasai	JPN 
Kiyomi Kato	JPN 
Marita Katusheva	URS 
Iliyan Kaziyski	BUL 
Matey Kaziyski	BUL 
Caren Kemner	USA 
Loïc de Kergret	FRA 
Jürgen Kessel	GDR 
Vadim Khamuttskikh	RUS 
Plamen Khristov	BUL 
Taras Khtey	RUS 
Oliver Kieffer	FRA 
Kim Myong-Suk	PRK 
Kim Su-Dae	PRK 
Kim Yeun-Ja	PRK 
Kim Zung-Bok	PRK 
Kenji Kimura	JPN 
Saori Kimura	JPN 
Karch Kiraly	USA 
Karol Kłos	POL 
Isao Koizumi	JPN 
Dawid Konarski	POL 
Vladimir Kondra	URS 
Plamen Konstantinov	BUL 
Petr Kop	TCH 
Danuta Kordaczuk	POL 
Svetlana Korytova	URS 
Aleksandr Kosaryev	RUS 
Tatyana Kosheleva	RUS 
Drahomír Koudelka	TCH 
Nikola Kovačević	SRB 
Vitaly Kovalenko	URS 
Lyubov Kozyreva	URS 
Yevgeny Krasilnikov	URS 
Valery Kravchenko	URS 
Valery Krivov	URS 
Nataša Krsmanović	SRB 
Krystyna Krupa	POL 
Svetlana Kryuchkova	RUS 
Michał Kubiak	POL 
Aleksey Kuleshov	RUS 
Bartosz Kurek	POL 
Megumi Kurihara	JPN 
Andrey Kuznetsov	URS 
Borislav Kyosev	BUL 
Lai Yawen	CHN 
Dan Landry	USA 
Giovanni Lanfranco	ITA 
Lang Ping	CHN 
Vera Lantratova	URS 
Yevgeny Lapinsky	URS 
Jordan Larson-Burbach	USA 
Fyodor Lashchonov	URS 
Norka Latamblet	CUB 
Misha Latuhihin	NED 
Ruth Lawanson	USA 
Alessandro Lazzeroni	ITA 
Józefa Ledwig	POL 
Lee Geun-Su	KOR 
Lee Sun-Bok	KOR 
Manuela Leggeri	ITA 
Silvia León	PER 
Galina Leontyeva	URS 
Laurie Lewis	USA 
Li Guojun	CHN 
Li Yan	CHN 
Li Yanjun	CHN 
Li Yueming	CHN 
Liang Yan	CHN 
Lin Li	CHN 
Dani Lins	BRA 
Liu Xiaotong	CHN 
Eleonora Lo Bianco	ITA 
Lidiya Loginova	URS 
Grzegorz Łomacz	POL 
Viljar Loor	URS 
Valery Losev	URS 
 Lucão	BRA 
Ricardo Lucarelli	BRA 
Andrea Lucchetta	ITA 
Mireya Luis	CUB 
 Luiz Felipe	BRA 
Rose Magers	USA 
Irina Makogonova	URS 
Natalia Málaga	PER 
Tijana Malešević	SRB 
 Marcelinho	BRA 
 Márcia Fu	BRA 
 Mari	BRA 
Lázaro Marín	CUB 
Jadwiga Marko-Książek	POL 
Luc Marquet	FRA 
Leonel Marshall	CUB 
Eduardo Martínez	ARG 
Ernesto Martínez	CUB 
Liz Masakayan	USA 
Roberto Masciarelli	ITA 
Noriko Matsuda	JPN 
Katsumi Matsumura	JPN 
Yoshiko Matsumura	JPN 
Jürgen Maune	GDR 
 Maurício	BRA 
Anna Vania Mello	ITA 
Tatyana Menshova	RUS 
Marco Meoni	ITA 
Yuliya Merkulova	RUS 
Liana Mesa	CUB 
Đula Mešter	SCG 
Nancy Metcalf	USA 
Olof van der Meulen	NED 
Darina Mifkova	ITA 
Brankica Mihajlović	SRB 
Mateusz Mika	POL 
Lyudmila Mikhaylovskaya	URS 
Ivan Miljković	SRB 
Félix Millán	CUB 
Masayuki Minami	JPN 
Valentina Mishak	URS 
Yevgeny Mitkov	RUS 
Yasuaki Mitsumori	JPN 
Emiko Miyamoto	JPN 
Oleg Moliboga	URS 
Brižitka Molnar	SRB 
Georgy Mondzolevsky	URS 
 Montanaro	BRA 
Vincent Montmeat	FRA 
Jungo Morita	JPN 
Nataliya Morozova	RUS 
Ana Moser	BRA 
Marcin Możdżonek	POL 
Mun Gyeong-Suk	KOR 
Nina Muradyan	URS 
 Murilo	BRA 
Kelly Murphy	USA 
Linda Murphy	USA 
Josef Musil	TCH 
Hitomi Nakamichi	JPN 
Yuzo Nakamura	JPN 
 Nalbert	BRA 
André Nascimento	BRA 
Fabrizio Nassi	ITA 
 Natália	BRA 
Marco Negri	ITA 
Katsutoshi Nekoda	JPN 
Horațiu Nicolau	ROU 
Miloš Nikić	SRB 
Jelena Nikolić	SRB 
Vladimir Nikolov	BUL 
Marina Nikulina-Pankova	RUS 
Tetsuo Nishimoto	JPN 
Sarah Noriega	USA 
Piotr Nowakowski	POL 
Jeff Nygaard	USA 
Katsumi Oda	JPN 
Elaina Oden	USA 
Kim Oden	USA 
Valentina Ogiyenko	RUS 
Maja Ognjenović	SRB 
Sumie Oinuma	JPN 
Mariko Okamoto	JPN 
Seiji Oko	JPN 
Ruslan Olikhver	RUS 
Tania Ortíz	CUB 
Serena Ortolani	ITA 
Liliya Osadchaya	URS 
Ai Otomo-Yamamoto	JPN 
Jelena Ovchinnikova-Čebukina	CRO 
Luis Oviedo	CUB 
Nancy Owen	USA 
Paek Myong-Suk	PRK 
Paola Paggi	ITA 
Yury Panchenko	URS 
Samuele Papi	ITA 
Irina Parkhomchuk	URS 
Doug Partie	USA 
Michele Pasinato	ITA 
Mathias Patin	FRA 
 Paula	BRA 
Karel Paulus	TCH 
Mariya Perepyolkina	RUS 
Antonio Pérez	CUB 
Gaby Pérez	PER 
Mercedes Pérez	CUB 
Bobbie Perry	USA 
Boris Perušič	TCH 
Horst Peter	GDR 
Sharon Peterson	USA 
Petko Petkov	BUL 
Vlado Petković	SRB 
Vladimír Petlák	TCH 
Keba Phipps	USA 
Francesca Piccinini	ITA 
Eckehard Pietzsch	GDR 
Carmen Pimentel	PER 
Pavel Pimienta	CUB 
Damiano Pippi	ITA 
Daniel Pliński	POL 
Davila Plocon	ROU 
Yelena Plotnikova	RUS 
Marko Podraščanin	SRB 
Anatoly Polishchuk	URS 
Mercedes Pomares	CUB 
Tatyana Ponyayeva-Tretyakova	URS 
Silvija Popović	SRB 
Jan Posthuma	NED 
Pat Powers	USA 
Yury Poyarkov	URS 
Leonídio de Pra	BRA 
Qiu Aihua	CHN 
Raúl Quiroga	ARG 
Nadezhda Radzevich	URS 
Milan Rašić	SRB 
Milena Rašić	SRB 
 Renan	BRA 
Ri Chun-Ok	PRK 
 Ricardinho	BRA 
Simona Rinieri Dennis	ITA 
María Cecilia del Risco	PER 
Kelsey Robinson	USA 
Alaín Roca	CUB 
Brecht Rodenburg	NED 
 Rodrigão	BRA 
Simone Rosalba	ITA 
Nikola Rosić	SRB 
 Rui	BRA 
Carlos Ruiz	CUB 
Yumilka Ruiz	CUB 
Igor Runov	URS 
Aaron Russell	USA 
Mirosław Rybaczewski	POL 
Ryom Chun-Ja	PRK 
Inna Ryskal	URS 
Antonina Ryzhova	URS 
Włodzimierz Sadalski	POL 
Saori Sakoda	JPN 
Carlos Salas	CUB 
Roza Salikhova	URS 
Steve Salmons	USA 
Teodor Salparov	BUL 
Marko Samardžić	SRB 
 Samuel	BRA 
Marta Sánchez	CUB 
Rodolfo Sánchez	CUB 
Taylor Sander	USA 
Teee Sanders-Williams	USA 
Yuko Sano	JPN 
Yury Sapega	URS 
Aleksandr Saprykin	URS 
Inessa Sargsyan	RUS 
Abel Sarmientos	CUB 
Andrea Sartoretti	ITA 
Tatyana Sarycheva	URS 
Setsuko Sasaki	JPN 
 Sassá	BRA 
Eric Sato	USA 
Liane Sato	USA 
Tetsuo Sato	JPN 
Dave Saunders	USA 
Jesús Savigne	CUB 
Aleksandr Savin	URS 
Pavel Schenk	TCH 
Siegfried Schneider	GDR 
Jochen Schöps	GER 
William Schreiber	ROU 
Arnold Schulz	GDR 
Rudi Schumann	GDR 
Sebastian Schwarz	GER 
Danielle Scott-Arruda	USA 
Pāvels Seļivanovs	URS 
Seo Hui-Suk	KOR 
 Serginho	BRA 
Aleksandr Shadchin	EUN 
Shan Danna	CHN 
Oleg Shatunov	RUS 
Lyudmila Shchetinina	URS 
 Sheilla	BRA 
Marina Sheshenina	RUS 
Seiko Shimakage	JPN 
Kenji Shimaoka	JPN 
Yoko Shinozaki	JPN 
Michiko Shiokawa	JPN 
Takako Shirai	JPN 
Kunie Shishikura	JPN 
Vladimir Shkurikhin	URS 
Erik Shoji	USA 
Kawika Shoji	USA 
Eduard Sibiryakov	URS 
 Sidão	BRA 
Tatyana Sidorenko	URS 
Léia Silva	BRA 
Zdravko Simeonov	BUL 
Aleksander Skiba	POL 
Edward Skorek	POL 
Kiril Slavov	BUL 
Maria Śliwka	POL 
Václav Šmídl	TCH 
Irina Smirnova-Ilchenko	RUS 
David Smith	USA 
Nina Smoleyeva	URS 
Josef Smolka	TCH 
Lyubov Sokolova-Shashkova	RUS 
Tom Sorensen	USA 
Josef Šorm	TCH 
Aleksandr Sorokolet	URS 
Douglas Souza	BRA 
Maurício Souza	BRA 
Dragan Stanković	SRB 
Saša Starović	SRB 
Yevgeniya Startseva	RUS 
Yury Starunsky	URS 
Włodzimierz Stefański	POL 
Markus Steuerwald	GER 
Jovana Stevanović	SRB 
Jeff Stork	USA 
Lachezar Stoyanov	BUL 
Su Huijuan	CHN 
Su Liqun	CHN 
José David Suárez	CUB 
Sun Jinfang	CHN 
Sun Yue	CHN 
Sebastian Świderski	POL 
Stacy Sykora	USA 
Miriam Sylla	ITA 
Cecilia Tait	PER 
Suzue Takayama	JPN 
Shoko Takayanagi	JPN 
Yoshie Takeshita	JPN 
Željko Tanasković	SCG 
 Tandara	BRA 
Kinuko Tanida	JPN 
Irina Tebenikhina	RUS 
Imilsis Téllez	CUB 
Sergey Tetyukhin	RUS 
 Thaísa	BRA 
Courtney Thompson	USA 
Tamara Tikhonina	URS 
Steve Timmons	USA 
Yuliya Timonova	RUS 
Yelizaveta Tishchenko	RUS 
Natalia Todorovschi	ROU 
Paolo Tofoli	ITA 
Elisa Togut	ITA 
Logan Tom	USA 
Ladislav Toman	TCH 
Dimo Tonev	BUL 
Gina Torrealva	PER 
Regla Torres	CUB 
Aleksandar Trenev	BUL 
Rainer Tscharke	GDR 
Khristo Tsvetanov	BUL 
Lyubov Tyurina	URS 
Gabriel Udișteanu	ROU 
Vladimir Ulanov	URS 
Lucila Urgellés	CUB 
Jon Emili Uriarte	ARG 
Cenaida Uribe	PER 
Konstantin Ushakov	RUS 
Idalberto Valdés	CUB 
Ricardo Vantes	CUB 
Yelena Vasilevskaya	RUS 
Stefana Veljković	SRB 
Yury Vengerovsky	URS 
Jovana Vesović	SRB 
Vera Vetrova	RUS 
Raúl Vilches	CUB 
Raimonds Vilde	URS 
 Virna	BRA 
Leandro Vissotto	BRA 
Julie Vollertsen	USA 
Dmitry Voskoboynikov	URS 
Goran Vujević	SCG 
Igor Vušurović	SCG 
Carlos Wagenpfeil	ARG 
 Walewska	BRA 
 Wallace	BRA 
Wang Lina	CHN 
Wang Ziling	CHN 
Jane Ward	USA 
Tammy Webb-Liley	USA 
Wolfgang Webner	GDR 
Wei Qiuyue	CHN 
Wolfgang Weise	GDR 
Paula Weishoff	USA 
Leonardo Wiernes	ARG 
 William	BRA 
Michał Winiarski	POL 
Mariusz Wlazły	POL 
Tomasz Wójtowicz	POL 
Sue Woodstra	USA 
Wu Dan	CHN 
Wu Yongmei	CHN 
 Xandó	BRA 
Xu Yunli	CHN 
Roman Yakovlev	RUS 
Mai Yamaguchi	JPN 
Noriko Yamashita	JPN 
Yan Ni	CHN 
Shoichi Yanagimoto	JPN 
Yang Fangxu	CHN 
Yang Jin-Su	KOR 
Yang Junjing	CHN 
Yang Xiaojun	CHN 
Yang Xilan	CHN 
Hiromi Yano	JPN 
Yasunori Yasuda	JPN 
Andrey Yegorchev	RUS 
Aleksandr Yermilov	URS 
Yin Yin	CHN 
Tadayoshi Yokota	JPN 
Juri Yokoyama	JPN 
Boyan Yordanov	BUL 
Mariko Yoshida	JPN 
Setsuko Yoshida	JPN 
Yu Chun-Ja	KOR 
Yu Gyeong-Hwa	KOR 
Yu Jeong-Hye	KOR 
Yuan Xinyue	CHN 
Paweł Zagumny	POL 
Zbigniew Zarzycki	POL 
Paweł Zatorski	POL 
Leonid Zayko	URS 
Vyacheslav Zaytsev	URS 
Zeng Chunlei	CHN 
Zhang Changning	CHN 
Zhang Rongfang	CHN 
Andrey Zhekov	BUL 
Zheng Meizhu	CHN 
Zhou Hong	CHN 
Zhu Ting	CHN 
Zhu Yunying	CHN 
Bojana Živković	SRB 
Dimitar Zlatanov	BUL 
Ronald Zoodsma	NED 
Andrea Zorzi	ITA 
Ron Zwerver	NED 
Łukasz Żygadło	POL 
Kobe Bryant	USA 
Quinn Buckner	USA 
Anthony Davis	USA 
Magic Johnson	USA 
K. C. Jones	USA 
Michael Jordan	USA 
Clyde Lovellette	USA 
Jerry Lucas	USA 
Bill Russell	USA 
Agostino Abbagnale	ITA 
Carmine Abbagnale	ITA 
Giuseppe Abbagnale	ITA 
Pasqualino Abeti	ITA 
Vittorio Adorni	ITA 
Carlo Agostoni	ITA 
Pasquale Aiese	ITA 
Marco Albarello	ITA 
Alberto Alberani Samaritani	ITA 
Erica Alfridi	ITA 
Pietro Algeri	ITA 
Antonio Allocchio	ITA 
Carmela Allucci	ITA 
Giorgio Alverà	ITA 
Renzo Alverà	ITA 
Roberto Amadio	ITA 
Amedeo Ambron	ITA 
Giampaolo Ambrosi	ITA 
Marco Amelia	ITA 
Flavio Anastasia	ITA 
Alessandro Andrei	ITA 
Arnaldo Andreoli	ITA 
Severino Andreoli	ITA 
Matteo Anesi	ITA 
Paolo Angioni	ITA 
Giorgio Anglesio	ITA 
Renato Anselmi	ITA 
Alexandra Araujo	ITA 
Bruno Arcari	ITA 
Angelo Arcidiacono	ITA 
Gildo Arena	ITA 
Alessandro Argenton	ITA 
Luigi Arienti	ITA 
Mario Armano	ITA 
Marco Arpino	ITA 
Francesco Attolico	ITA 
Fernando Atzori	ITA 
Gianni Averaimo	ITA 
Anna Bacchiega	ITA 
Antonio Bailetti	ITA 
Baldo Baldi	ITA 
Ercole Baldini	ITA 
Stefano Baldini	ITA 
Barbara Baldissera	ITA 
Giuseppe Baldo	ITA 
Adolfo Baloncieri	ITA 
Guido Balzarini	ITA 
Silvio Baracchini	ITA 
Danio Bardi	ITA 
Franco Baresi	ITA 
Marcello Bartalini	ITA 
Andrea Barzagli	ITA 
Silvano Basagni	ITA 
Gianluca Basile	ITA 
Giulio Basletta	ITA 
Roberto Battaglia	ITA 
Romano Battisti	ITA 
Giacomo Bazzan	ITA 
Luigi Beccali	ITA 
Giuseppe Beghetto	ITA 
Ettore Bellotto	ITA 
Sandro Bellucci	ITA 
Antonella Bellutti	ITA 
Stefania Belmondo	ITA 
Roberto Benamati	ITA 
Luigi Benedetti	ITA 
Nicola Benedetti	ITA 
Andrea Benelli	ITA 
Mario Benetton	ITA 
Arnaldo Benfenati	ITA 
Nino Benvenuti	ITA 
Giancarlo Bergamini	ITA 
Ferdinando Bernini	ITA 
Livio Berruti	ITA 
Franco Bertinetti	ITA 
Marcello Bertinetti	ITA 
Lorenzo Bertini	ITA 
Sergio Bertoni	ITA 
Paolo Bettini	ITA 
Salvatore Bettiol	ITA 
Carlo Biagi	ITA 
Diana Bianchedi	ITA 
Sergio Bianchetto	ITA 
Bruno Bianchi	ITA 
Pietro Bianchi	ITA 
Ilaria Bianco	ITA 
Nino Bibbia	ITA 
Pierangelo Bincoletto	ITA 
Bino Bini	ITA 
Matteo Bisiani	ITA 
Elisa Blanchi	ITA 
Giorgio Bocchino	ITA 
Lorenzo Giacomo Bodini	ITA 
Aureliano Bolognesi	ITA 
Romano Bonagura	ITA 
Roberta Bonanomi	ITA 
Fernando Bonatti	ITA 
Guido Boni	ITA 
Walter Boninsegni	ITA 
Beniamino Bonomi	ITA 
Guido Bontempi	ITA 
Leonardo Bonzi	ITA 
Gelindo Bordin	ITA 
Andrea Borella	ITA 
Luigi Borghetti	ITA 
Luciano Borgognoni	ITA 
Giancarlo Boriani	ITA 
Nino Borsari	ITA 
Francesca Bortolozzi-Borella	ITA 
Lorenzo Bosisio	ITA 
Carmelo Bossi	ITA 
Silvia Bosurgi	ITA 
Filippo Bottino	ITA 
Alessandro Bovo	ITA 
Vigor Bovolenta	ITA 
Tullio Bozza	ITA 
Alberto Braglia	ITA 
Rossano Brasi	ITA 
Giorgia Bronzini	ITA 
Kurt Brugger	ITA 
Ivano Brugnetti	ITA 
Massimo Brunelli	ITA 
Francesco Bruni	ITA 
Karl Brunner	ITA 
Giancarlo Brusati	ITA 
Roberto Buccione	ITA 
Gianluigi Buffon	ITA 
Marco Bui	ITA 
Emilio Bulgarelli	ITA 
Massimo Bulleri	ITA 
Pasquale Buonocore	ITA 
Tarcisio Burgnich	ITA 
Salvatore Burruni	ITA 
Franco Cagnotto	ITA 
Chiara Cainero	ITA 
Giovanni Calabrese	ITA 
Roberto Calcaterra	ITA 
Paolo Caldarella	ITA 
Sandro Callari	ITA 
Chiara Calligaris	ITA 
Novella Calligaris	ITA 
Irene Camber-Corno	ITA 
Luigi Cambiaso	ITA 
Roberto Cammarelle	ITA 
Sandro Campagna	ITA 
Loris Campana	ITA 
Niccolò Campriani	ITA 
Marinella Canclini	ITA 
Maria Canins	ITA 
Fabio Cannavaro	ITA 
Giovanni Canova	ITA 
Gino Cantone	ITA 
Adler Capelli	ITA 
Mario Capio	ITA 
Gianluca Capitano	ITA 
Giulio Cappelli	ITA 
Alessandra Cappellotto	ITA 
Marta Capurso	ITA 
Oreste Capuzzo	ITA 
Lorenzo Carboncini	ITA 
Arnaldo Carli	ITA 
Maurizio Carnino	ITA 
Luigi Carpaneda	ITA 
Domenico Carpentieri	ITA 
Pieralberto Carrara	ITA 
Vera Carrara	ITA 
Fabio Carta	ITA 
Fabio Casartelli	ITA 
Edoardo Casciano	ITA 
Andrea Cassarà	ITA 
Igor Cassina	ITA 
Luigi Castiglione	ITA 
Daniela Ceccarelli	ITA 
Stefano Cerioni	ITA 
Matej Cernic	ITA 
Federico Cervi	ITA 
Federico Cesarano	ITA 
Velleda Cesari	ITA 
Mauro Checcoli	ITA 
Jury Chechi	ITA 
Cipriano Chemello	ITA 
Roberto Chiacig	ITA 
Imelda Chiappa	ITA 
Roberto Chiappa	ITA 
Giorgio Chiavacci	ITA 
Enrico Chieffi	ITA 
Tommaso Chieffi	ITA 
Vittorio Chierroni	ITA 
Laura Chiesa	ITA 
Daniela Chmet	ITA 
Carola Cicconetti	ITA 
Marco Cimatti	ITA 
Ezio Cini	ITA 
Daniele Cioni	ITA 
Bruno Cipolla	ITA 
Cesare Cipollini	ITA 
Mario Cipollini	ITA 
Andrea Cipressa	ITA 
Stefano Cipressi	ITA 
Alberto Cisolla	ITA 
Cristiano Citton	ITA 
Valerio Cleri	ITA 
Ottavio Cogliati	ITA 
Romeo Collina	ITA 
Andrea Collinelli	ITA 
Zeno Colò	ITA 
Bruna Colombetti-Peroncini	ITA 
Luca Colombo	ITA 
Katia Colturi	ITA 
Gianpiero Combi	ITA 
Deborah Compagnoni	ITA 
Adolfo Consolini	ITA 
Luigi Contessi	ITA 
Francesca Conti	ITA 
Giacomo Conti	ITA 
Gianfranco Contri	ITA 
Giancarlo Cornaggia-Medici	ITA 
Alessandro Corona	ITA 
Claudia Corsini	ITA 
Nadia Cortassa	ITA 
Tommaso Costantino	ITA 
Carlo Costigliolo	ITA 
Luigi Costigliolo	ITA 
Alberto Cova	ITA 
Paolo Cozzi	ITA 
Michelangelo Crispi	ITA 
Pierpaolo Cristofori	ITA 
Vincenzo Cuccia	ITA 
Sandro Cuomo	ITA 
Giuseppe D'Altrui	ITA 
Giliante D'Este	ITA 
Piero D'Inzeo	ITA 
Raimondo D'Inzeo	ITA 
Fabrizia D'Ottavio	ITA 
Ida Da Poian	ITA 
Fabio Dal Zotto	ITA 
Gianfranco Dalla Barba	ITA 
Luciano Dalla Bona	ITA 
Lamberto Dalla Costa	ITA 
Ferruccio Dalla Torre	ITA 
Angelo Damiano	ITA 
Giorgio Damilano	ITA 
Maurizio Damilano	ITA 
Gastone Darè	ITA 
Giuseppe De Chirico	ITA 
Guido De Felip	ITA 
Gianni De Magistris	ITA 
Luigi De Manincor	ITA 
Angelo De Martini	ITA 
Luciano De Paolis	ITA 
Franco De Piccoli	ITA 
Mino De Rossi	ITA 
Maurilio De Zolt	ITA 
Nevio De Zordo	ITA 
Giuseppe Delfino	ITA 
Giovanni Delise	ITA 
Giuseppe Di Capua	ITA 
Elisa Di Francisca	ITA 
Manlio Di Rosa	ITA 
Klaus Dibiasi	ITA 
Alfredo Dinale	ITA 
Antonio Domenicali	ITA 
Giuseppe Domenichelli	ITA 
Stefano Donagrandi	ITA 
Pino Dordoni	ITA 
Gabriella Dorio	ITA 
Francesco Esposito	ITA 
Massimo Fabbrizi	ITA 
Ignazio Fabra	ITA 
Enrico Fabris	ITA 
Cesare Facciani	ITA 
Luigi Facelli	ITA 
Franco Faggi	ITA 
Leandro Faggin	ITA 
Orazio Fagone	ITA 
Marinella Falca	ITA 
Ennio Falco	ITA 
Michele Fanelli	ITA 
Fabiana Fares	ITA 
Silvio Fauner	ITA 
Patrick Favre	ITA 
Adolfo Ferrari	ITA 
Giancarlo Ferrari	ITA 
Roberto Ferrari	ITA 
Vanessa Ferrari	ITA 
Ruggero Ferrario	ITA 
Pierpaolo Ferrazzi	ITA 
Massimiliano Ferretti	ITA 
Pietro Figlioli	AUS 
Alessia Filippi	ITA 
Armando Filiput	ITA 
Domenico Fioravanti	ITA 
Mario Fiorillo	ITA 
Massimo Fondelli	ITA 
Maurizio Fondriest	ITA 
Alfredo Foni	ITA 
Marco Aurelio Fontana	ITA 
Ernesto Formenti	ITA 
Giacomo Fornoni	ITA 
Nicola Franceschina	ITA 
Irene Franchini	ITA 
Michele Frangilli	ITA 
Erminio Frasca	ITA 
Adriano Frassinelli	ITA 
Pierpaolo Frattini	ITA 
Carlo Fregosi	ITA 
Walter Frescura	ITA 
Ugo Frigerio	ITA 
Annibale Frossi	ITA 
Barbara Fusar Poli	ITA 
Pierino Gabetti	ITA 
Francesco Gabriotti	ITA 
Carlo Gaddi	ITA 
Sante Gaiardoni	ITA 
Giacomo Gaioni	ITA 
Jack Galanda	ITA 
Carlo Galimberti	ITA 
Marco Galli	ITA 
Rossano Galtarossa	ITA 
Ezio Gamba	ITA 
Franco Gandini	ITA 
Ferdinando Gandolfi	ITA 
Romano Garagnani	ITA 
Francesco Gargano	ITA 
Luca Garri	ITA 
Valentino Gasparella	ITA 
Gianfranco Gaspari	ITA 
Gennaro Gattuso	ITA 
Giulio Gaudini	ITA 
Deborah Gelisio	ITA 
Claudio Gentile	ITA 
Giuseppe Gentile	ITA 
Mario Gentili	ITA 
Mario Ghella	ITA 
Alessandro Ghibellini	ITA 
Aldo Ghira	ITA 
Gianni Giacomini	ITA 
Celso Giardini	ITA 
Giuseppe Gibilisco	ITA 
Elena Gigli	ITA 
Alberto Gilardino	ITA 
Felice Gimondi	ITA 
Salvatore Gionta	ITA 
Riccardo Giordano	ITA 
Franco Giorgetti	ITA 
Luciano Giovannetti	ITA 
Marco Giovannetti	ITA 
Girolamo Giovinazzo	ITA 
Alessandra Giungi	ITA 
Martino Goretti	ITA 
Walter Gorini	ITA 
Giorgio Gorla	ITA 
Giovanni Gozzi	ITA 
Giovanni Graber	ITA 
Margherita Granbassi	ITA 
Allegro Grandi	ITA 
Nicola Granieri	ITA 
Flavio Grassi	ITA 
Melania Grego	ITA 
Gianpaolo Grisandi	ITA 
Piero Gros	ITA 
Mirco Gualdi	ITA 
Gioacchino Guaragna	ITA 
Pietro Guerra	ITA 
Giancarlo Guerrini	ITA 
Savino Guglielmetti	ITA 
Hugo Herrnhof	ITA 
Paul Hildgartner	ITA 
Arnold Huber	ITA 
Günther Huber	ITA 
Norbert Huber	ITA 
Wilfried Huber	ITA 
Gaetano Iannuzzi	ITA 
Josefa Idem-Guerrini	ITA 
Marco Innocenti	ITA 
Elisabetta Introini	ITA 
Giovanni Invernizzi	ITA 
Cristina Ioriatti	ITA 
Isolde Kostner	ITA 
Giorgio Lamberti	ITA 
Beatrice Lanza	ITA 
Mario Lanzi	ITA 
Franco Lavoratori	ITA 
Erika Lechner	ITA 
Tommaso Lequio di Assaba	ITA 
Mario Lertora	ITA 
Ambrogio Levati	ITA 
Carlo Lievore	ITA 
Giovanni Liverzani	ITA 
Ugo Locatelli	ITA 
Giovanni Lombardi	ITA 
Gianni Lonzi	ITA 
Sandro Lopopolo	ITA 
Francesco Loy	ITA 
Vittorio Lucarelli	ITA 
Vittorio Lucchetti	ITA 
Elia Luini	ITA 
Emilio Lunghi	ITA 
Mario Lusiani	ITA 
Klaus Maran	ITA 
Fritz Aanes	NOR 
Mariya Abakumova	RUS 
Elvan Abeylegesse	TUR 
Inga Abitova	RUS 
Alen Abramović	CRO 
Christian Ahlmann	GER 
Khadzhimurat Akkayev	RUS 
Denis Alekseyev	RUS 
Misha Aloyan	RUS 
Bernardo Alves	BRA 
Anis Ananenka	BLR 
Adrián Annus	HUN 
Lance Armstrong	USA 
Izzat Artykov	KGZ 
Yelena Arzhakova	RUS 
Nadzeya Astapchuk	BLR 
Apti Aukhadov	RUS 
Bashir Babajanzadeh	IRI 
Nicklas Bäckström	SWE 
Oleksandr Bahach	UKR 
Bakhvain Buyadaa	MGL 
Sergey Bakulin	RUS 
Dominik Baldauf	AUT 
Musaeb Abdulrahman Balla	QAT 
Khasan Baroyev	RUS 
Yarelis Barrios	CUB 
Michael Barry	CAN 
Dieter Baumann	GER 
Alain Baxter	GBR 
Ludger Beerbaum	GER 
Yevgeny Belov	RUS 
Maksim Belugin	RUS 
Olha Beresneva	UKR 
Mariya Bespalova	RUS 
Madina Biktagirova	BLR 
Erol Bilgin	TUR 
Yuriy Bilonoh	UKR 
Mete Binay	TUR 
Blagoy Blagoev	BUL 
Liudmyla Blonska	UKR 
Valeriy Borchin	RUS 
Abderrahhime Bouramdane	MAR 
Borut Božič	SLO 
Kerrith Brown	GBR 
Gamze Bulut	TUR 
Yolanda Caballero	COL 
Aslı Çakır	TUR 
María Luisa Calle	COL 
Mark Cameron	USA 
Cao Lei	CHN 
Dean Capobianco	AUS 
Paul Cerutti	MON 
Sanamacha Chanu	IND 
Yuliya Chekalyova	RUS 
Chen Qian	CHN 
Chen Xiexia	CHN 
Chen Xinyi	CHN 
Yuliya Chermoshanskaya	RUS 
Tatyana Chernova	RUS 
Anna Chicherova	RUS 
Zulfiya Chinshanlo	KAZ 
Sergey Chudinov	RUS 
Dragomir Cioroslan	ROU 
Anatolii Cîrîcu	MDA 
Roxana Cocoș	ROU 
Mickey Coll	PUR 
Kissya Costa	BRA 
Crystal Cox	USA 
Florin Croitoru	ROU 
Sean Crooks	CAN 
Kálmán Csengeri	HUN 
Ali Dad	AFG 
Siarhei Dalidovich	BLR 
Meline Daluzyan	ARM 
Silviya Danekova	BUL 
Ashot Danielyan	ARM 
Olga Danilova	RUS 
Bonnie Dasse	USA 
Nataliya Davydova	UKR 
Mary Decker-Slaney	USA 
Nick Delpopolo	USA 
Andrey Demanov	RUS 
Rick DeMont	USA 
Stefan Denifl	AUT 
Betlhem Desalegn Belayneh	UAE 
Pigi Devetzi	GRE 
Roland Diethart	AUT 
Đỗ Thị Ngân Thương	VIE 
Bahar Doğan	TUR 
Marta Domínguez	ESP 
Anastasiya Dotsenko	RUS 
Izabela Dragneva	BUL 
Hamza Driouch	QAT 
